application_id,customer_id,issue_date,snapshot_date,days_since_issue,loan_amount,down_payment,interest_rate,term_months,vehicle_age,vehicle_price,mileage_at_issue,vehicle_brand,customer_age,customer_income,employment_type,employment_length_years,credit_history_length,num_past_default,num_open_loans,num_delinquencies_6m,credit_utilization,own_property,marital_status,address_region,channel,previous_bank_customer,debt_to_income_ratio,default
133,691,2025-02-24,2025-10-19,237,827549.63,140050.16,15.23,36,0,967599.79,0.0,Lada,57,100673.59,contract,17.0,3.0,0,0,2,0.69,1,divorced,Moscow,branch,0,0.69,0
134,575,2024-07-04,2025-10-19,472,955108.38,229898.24,15.16,72,6,1185006.61,86142.0,,43,42199.84,salaried,13.0,6.0,0,5,0,0.69,1,married,Kazan,online,0,1.89,0
135,241,2024-03-29,2025-10-19,569,1594729.95,387739.3,10.38,36,9,1982469.25,135853.0,Lada,40,80562.82,salaried,13.0,8.0,0,2,3,0.25,1,married,Kazan,online,1,1.65,0
136,564,2025-03-13,2025-10-19,220,674067.89,185440.88,14.74,60,9,859508.76,133202.0,Toyota,33,,self_employed,13.0,13.0,0,1,0,0.33,0,married,Moscow,online,0,2.44,0
137,96,2025-01-11,2025-10-19,281,1426905.47,188575.33,13.81,36,3,1615480.8,42061.0,Hyundai,33,76907.67,contract,3.0,10.0,0,5,0,0.32,1,married,Novosibirsk,branch,0,1.55,1
138,485,2025-03-16,2025-10-19,217,776092.7,161510.89,10.96,36,8,937603.58,113089.0,,63,70681.44,salaried,3.0,12.0,0,1,0,0.96,1,married,Other,branch,1,0.92,0
139,407,2025-03-07,2025-10-19,226,1574008.42,366235.81,10.59,24,5,1940244.24,79797.0,Toyota,31,92297.73,salaried,14.0,12.0,0,5,2,0.16,0,single,SPB,online,1,1.42,0
140,231,2024-07-29,2025-10-19,447,549036.69,43969.9,13.75,48,2,593006.59,29310.0,Audi,35,53173.62,self_employed,,14.0,2,5,0,0.49,1,married,Yekaterinburg,branch,1,0.86,0
141,655,2024-12-19,2025-10-19,304,673959.18,170972.36,12.2,72,5,844931.54,69574.0,Mercedes,37,69462.84,self_employed,17.0,1.0,0,4,0,0.88,1,married,Novosibirsk,online,1,0.81,0
142,171,2024-07-22,2025-10-19,454,1036523.33,240677.7,16.64,36,9,1277201.03,133644.0,Toyota,48,20000.0,salaried,13.0,8.0,0,4,0,0.79,0,single,SPB,branch,0,3.0,1
143,541,2024-09-21,2025-10-19,393,1491546.81,237704.87,14.91,36,5,1729251.67,77746.0,BMW,39,93937.6,self_employed,0.0,,0,4,0,0.84,0,married,Moscow,branch,1,1.32,1
144,36,2024-03-11,2025-10-19,587,1190712.52,279854.14,13.95,36,4,1470566.66,60144.0,Lada,24,,salaried,9.0,,0,2,0,0.98,1,married,Yekaterinburg,online,0,1.28,0
145,525,2025-07-10,2025-10-19,101,1099285.48,233491.99,14.05,48,1,1332777.46,15955.0,BMW,42,82181.04,salaried,19.0,3.0,1,2,0,0.45,1,married,SPB,branch,1,1.11,0
146,160,2025-04-05,2025-10-19,197,1603813.26,353281.74,15.66,48,9,1957095.0,135213.0,Volkswagen,42,42664.23,salaried,,0.0,0,5,0,0.38,1,married,Moscow,branch,1,3.0,0
147,699,2024-01-13,2025-10-19,645,1846571.86,320998.75,14.69,60,9,2167570.61,128616.0,,57,89951.55,salaried,9.0,8.0,0,3,0,0.13,1,single,Other,online,1,1.71,0
148,243,2024-09-28,2025-10-19,386,1401677.19,287842.24,14.0,48,1,1689519.43,19743.0,Mercedes,59,121318.74,contract,1.0,10.0,1,1,1,0.24,0,married,Yekaterinburg,online,1,0.96,0
149,86,2025-09-18,2025-10-19,31,1013143.65,117384.8,11.04,48,6,1130528.45,81459.0,Hyundai,54,,salaried,7.0,,0,4,1,0.61,0,single,Other,dealer,0,1.12,1
150,578,2025-05-24,2025-10-19,148,1074557.09,101061.86,19.12,36,1,1175618.95,17308.0,Hyundai,53,96252.22,contract,0.0,5.0,0,1,0,0.24,1,divorced,Moscow,online,1,0.93,1
151,682,2024-01-12,2025-10-19,646,813465.79,169734.58,10.79,72,5,983200.36,78078.0,Volkswagen,64,58234.47,salaried,0.0,7.0,2,5,0,0.76,0,divorced,,branch,0,1.16,0
152,557,2024-03-18,2025-10-19,580,1230245.23,301078.93,12.37,36,4,1531324.15,58901.0,Audi,62,78078.6,self_employed,3.0,14.0,0,0,1,0.13,1,divorced,Novosibirsk,dealer,0,1.31,0
153,574,2024-02-12,2025-10-19,615,711122.1,154871.26,9.69,24,3,865993.37,46767.0,,60,41716.48,self_employed,6.0,14.0,0,5,0,0.33,0,single,Other,online,0,1.42,1
154,646,2025-04-16,2025-10-19,186,1365559.1,269939.52,14.08,48,6,1635498.61,88614.0,Lada,53,99703.05,salaried,8.0,1.0,0,2,0,0.73,0,single,Other,online,1,1.14,0
155,28,2025-08-29,2025-10-19,51,1801672.21,350957.74,13.3,48,7,2152629.95,106827.0,Audi,32,83996.01,salaried,15.0,6.0,0,3,0,0.33,0,divorced,Other,dealer,1,1.79,0
156,620,2024-01-10,2025-10-19,648,1415277.47,235927.23,14.53,48,3,1651204.7,49965.0,Toyota,22,49517.84,salaried,4.0,5.0,1,0,0,0.76,0,married,Other,online,0,2.38,0
157,556,2024-03-19,2025-10-19,579,1059255.68,200758.09,9.52,48,0,1260013.78,0.0,Lada,48,59953.45,self_employed,1.0,1.0,0,1,0,1.0,1,divorced,Moscow,branch,0,1.47,0
158,340,2024-05-10,2025-10-19,527,1358081.22,292700.47,15.23,60,0,1650781.69,3370.0,Toyota,30,81527.15,self_employed,10.0,1.0,0,2,0,0.82,0,married,Yekaterinburg,branch,1,1.39,0
159,331,2024-03-08,2025-10-19,590,1686160.03,315470.9,11.39,36,0,2001630.93,8462.0,Volkswagen,42,103096.63,salaried,17.0,3.0,0,4,0,0.41,1,married,Moscow,branch,0,1.36,0
160,640,2025-09-06,2025-10-19,43,1671148.39,371759.02,12.7,60,0,2042907.41,1323.0,Mercedes,37,116988.18,self_employed,18.0,3.0,0,0,0,0.91,1,single,Yekaterinburg,dealer,1,1.19,0
161,506,2024-08-02,2025-10-19,443,898872.63,189573.28,14.86,48,4,1088445.91,57484.0,Hyundai,46,76646.87,salaried,12.0,2.0,0,2,0,0.15,1,married,Other,dealer,1,0.98,0
162,348,2025-04-10,2025-10-19,192,1353088.92,286466.75,13.52,48,3,1639555.67,56316.0,,23,45883.78,salaried,,7.0,0,1,1,0.75,1,married,Moscow,branch,1,2.46,0
163,473,2025-01-26,2025-10-19,266,1152569.55,274947.05,13.66,48,8,1427516.6,120444.0,,27,85961.63,self_employed,19.0,13.0,0,5,1,0.12,1,single,Kazan,dealer,1,1.12,0
164,231,2024-04-24,2025-10-19,543,1441977.97,262057.82,14.6,36,2,1704035.8,31158.0,Toyota,64,124622.06,salaried,18.0,6.0,2,1,1,0.26,0,single,Yekaterinburg,dealer,1,0.96,0
165,190,2024-05-17,2025-10-19,520,1315084.19,295985.87,13.86,60,6,1611070.05,91262.0,Mercedes,28,,self_employed,16.0,1.0,0,0,0,0.99,1,married,Moscow,dealer,1,2.78,0
166,225,2024-08-28,2025-10-19,417,489083.58,78492.88,12.32,48,7,567576.46,107239.0,Toyota,40,56135.11,salaried,4.0,2.0,0,0,1,0.42,1,married,Moscow,branch,0,0.73,0
167,385,2024-07-17,2025-10-19,459,1095596.07,236094.94,12.67,36,5,1331691.01,73306.0,BMW,32,95274.11,salaried,12.0,9.0,0,5,1,0.84,0,single,,online,0,0.96,1
168,377,2024-02-12,2025-10-19,615,1259567.51,219624.93,13.42,48,9,1479192.44,135950.0,Volkswagen,55,83839.98,salaried,19.0,8.0,0,0,0,0.44,1,single,Moscow,branch,0,1.25,0
169,283,2025-02-28,2025-10-19,233,769690.51,108402.91,11.21,72,0,878093.42,4761.0,Mercedes,37,66374.51,salaried,0.0,,0,3,0,0.86,1,single,,online,1,0.97,0
170,633,2024-07-04,2025-10-19,472,1374306.6,279454.56,14.99,48,7,1653761.16,103133.0,,48,85502.85,self_employed,9.0,4.0,0,4,0,0.97,0,single,Kazan,online,1,1.34,0
171,628,2024-08-23,2025-10-19,422,742795.43,54299.08,13.58,72,9,797094.51,132900.0,,61,104438.63,salaried,7.0,1.0,1,2,1,0.49,1,divorced,Moscow,online,0,0.59,0
172,259,2024-08-10,2025-10-19,435,960468.29,177280.28,13.15,36,2,1137748.57,28540.0,Lada,30,77541.59,salaried,7.0,2.0,3,5,1,0.6,0,married,Other,dealer,1,1.03,1
173,359,2025-09-23,2025-10-19,26,1602393.58,240159.86,15.38,24,7,1842553.44,99511.0,Mercedes,42,75349.81,salaried,18.0,7.0,0,1,0,0.67,1,married,,online,1,1.77,0
174,456,2025-02-28,2025-10-19,233,934866.66,225935.03,12.76,36,3,1160801.7,41586.0,Lada,58,94725.6,salaried,5.0,3.0,0,1,0,0.94,1,married,Kazan,branch,1,0.82,0
175,411,2024-07-18,2025-10-19,458,1372190.09,326943.55,12.64,48,7,1699133.64,101382.0,Audi,53,73237.13,self_employed,11.0,13.0,0,4,0,0.33,0,single,Moscow,branch,0,1.56,0
176,649,2025-04-05,2025-10-19,197,673927.88,91588.02,12.03,36,0,765515.9,0.0,Toyota,42,108563.09,salaried,6.0,1.0,0,0,0,0.65,0,married,Novosibirsk,online,1,0.52,0
177,318,2025-08-12,2025-10-19,68,1824394.4,386294.53,13.69,24,2,2210688.92,34181.0,Toyota,64,130668.49,salaried,15.0,1.0,0,0,0,0.39,0,divorced,,branch,1,1.16,0
178,677,2025-09-09,2025-10-19,40,1108633.91,266683.57,13.62,72,5,1375317.48,82269.0,Audi,57,57676.45,contract,8.0,5.0,0,1,1,0.3,0,married,,branch,0,1.6,0
179,225,2025-03-09,2025-10-19,224,1228596.24,290842.71,11.67,60,8,1519438.95,120286.0,Mercedes,33,,salaried,9.0,7.0,0,4,0,0.18,0,married,Novosibirsk,dealer,1,2.1,0
180,234,2025-08-10,2025-10-19,70,1253711.04,261464.75,12.64,60,1,1515175.79,17282.0,Volkswagen,47,89292.98,self_employed,,6.0,0,1,1,0.66,1,married,Moscow,online,0,1.17,1
181,684,2024-04-04,2025-10-19,563,1382270.06,313169.25,11.68,36,0,1695439.3,1217.0,Mercedes,35,47862.39,salaried,9.0,3.0,0,0,0,0.89,1,divorced,Other,online,1,2.41,0
182,664,2024-04-17,2025-10-19,550,744246.01,116382.64,11.59,36,9,860628.64,124533.0,Audi,42,47435.56,salaried,19.0,1.0,0,5,0,0.42,1,single,SPB,branch,1,1.31,0
183,374,2025-03-21,2025-10-19,212,1198399.06,243835.94,9.54,24,2,1442234.99,24261.0,Volkswagen,50,28769.86,self_employed,15.0,8.0,0,2,0,0.6,0,single,SPB,online,1,3.0,0
184,672,2024-06-22,2025-10-19,484,1002369.35,177118.7,12.54,60,3,1179488.05,48806.0,,63,70443.69,self_employed,0.0,3.0,1,0,0,0.68,1,divorced,Other,online,0,1.19,0
185,608,2024-02-24,2025-10-19,603,693132.83,101937.17,9.6,72,4,795070.0,64292.0,Lada,60,79175.24,salaried,16.0,8.0,2,5,1,0.47,1,divorced,SPB,online,1,0.73,0
186,472,2025-07-08,2025-10-19,103,1496136.66,301030.5,12.07,48,2,1797167.16,34178.0,Hyundai,57,67065.93,salaried,,4.0,0,2,0,0.91,0,married,Yekaterinburg,branch,0,1.86,0
187,233,2025-05-11,2025-10-19,161,1094348.1,236246.14,11.77,36,9,1330594.24,134111.0,BMW,54,114758.33,salaried,18.0,13.0,0,3,0,0.43,1,single,Novosibirsk,online,1,0.79,0
188,692,2025-05-08,2025-10-19,164,1272756.13,312726.66,15.1,48,1,1585482.79,5026.0,Volkswagen,64,112897.18,salaried,16.0,11.0,0,4,0,0.21,0,single,Moscow,branch,1,0.94,0
189,113,2025-02-17,2025-10-19,244,1253953.63,264048.5,10.97,36,1,1518002.13,9857.0,Kia,54,128221.1,self_employed,13.0,14.0,0,5,0,0.23,1,married,Other,dealer,1,0.81,0
190,497,2024-01-27,2025-10-19,631,1099544.32,252005.39,11.48,36,6,1351549.71,85622.0,Mercedes,55,81163.21,salaried,,11.0,0,3,0,0.9,1,divorced,,branch,1,1.13,0
191,442,2024-08-14,2025-10-19,431,1792508.21,391165.8,12.24,48,8,2183674.01,123144.0,Kia,62,109595.48,salaried,8.0,10.0,0,0,0,0.99,1,single,SPB,online,0,1.36,0
192,564,2024-04-25,2025-10-19,542,1185820.6,371540.84,11.84,60,9,1557361.44,133213.0,Volkswagen,39,87721.32,self_employed,7.0,10.0,0,4,1,0.36,1,married,Other,branch,1,1.13,0
193,268,2024-05-26,2025-10-19,511,732614.3,56021.24,15.74,36,1,788635.55,23452.0,Lada,28,85209.56,salaried,12.0,13.0,0,5,0,0.23,1,divorced,Kazan,online,0,0.72,0
194,510,2025-03-02,2025-10-19,231,1079885.59,181580.43,10.72,24,6,1261466.02,97338.0,Volkswagen,59,68315.35,salaried,16.0,6.0,0,0,0,0.53,0,single,Yekaterinburg,online,0,1.32,0
195,386,2025-01-02,2025-10-19,290,1349921.29,343687.06,12.24,72,6,1693608.35,98368.0,BMW,53,,self_employed,18.0,11.0,2,4,0,0.74,1,married,,online,1,3.0,0
196,387,2025-03-20,2025-10-19,213,1359778.53,254355.05,13.66,36,6,1614133.59,85417.0,Mercedes,64,,self_employed,,4.0,0,4,1,0.65,1,single,Moscow,online,1,1.18,0
197,113,2024-01-23,2025-10-19,635,873665.72,219023.3,14.76,24,2,1092689.02,32454.0,Lada,48,108853.41,salaried,16.0,14.0,0,0,0,0.96,0,married,Moscow,branch,0,0.67,1
198,613,2025-07-23,2025-10-19,88,1478844.75,307269.43,12.24,36,6,1786114.18,87612.0,Kia,57,41859.55,salaried,0.0,1.0,0,0,0,0.84,1,divorced,Moscow,dealer,1,2.94,1
199,625,2024-05-17,2025-10-19,520,671139.92,239488.1,9.16,24,0,910628.03,1639.0,Lada,45,79757.53,salaried,4.0,5.0,0,5,0,0.88,1,single,Other,dealer,0,0.7,0
200,81,2024-09-12,2025-10-19,402,1543240.56,252995.39,12.7,36,9,1796235.95,130972.0,Kia,56,104791.18,salaried,5.0,6.0,0,4,0,0.59,0,married,Moscow,online,0,1.23,1
201,699,2024-08-12,2025-10-19,433,804195.63,221929.15,15.7,60,0,1026124.79,6131.0,Kia,37,71012.53,salaried,1.0,13.0,0,5,0,0.39,1,divorced,SPB,branch,0,0.94,0
202,113,2024-11-19,2025-10-19,334,1132126.43,313904.35,13.56,36,4,1446030.79,56065.0,Hyundai,44,109827.59,self_employed,15.0,14.0,0,4,1,0.73,1,divorced,Moscow,online,1,0.86,0
203,2,2025-04-30,2025-10-19,172,1519370.6,253153.18,13.47,48,1,1772523.78,5264.0,Volkswagen,41,76492.92,contract,4.0,10.0,0,5,0,0.5,1,married,SPB,branch,1,1.66,0
204,642,2024-08-11,2025-10-19,434,1235881.7,286319.85,10.87,48,8,1522201.55,130169.0,Audi,22,66871.04,self_employed,4.0,12.0,0,0,1,0.36,1,married,Novosibirsk,online,1,1.54,0
205,220,2024-09-19,2025-10-19,395,1445009.56,240727.01,10.67,48,6,1685736.57,92212.0,Lada,51,111257.17,salaried,11.0,5.0,0,0,0,0.24,1,single,Other,dealer,0,1.08,0
206,566,2025-01-18,2025-10-19,274,1385598.59,278627.8,13.04,60,3,1664226.38,39654.0,Hyundai,64,56656.16,self_employed,2.0,12.0,0,1,0,0.58,1,single,SPB,dealer,1,2.04,0
207,225,2025-07-22,2025-10-19,89,1585880.58,304346.72,10.15,60,3,1890227.3,44189.0,Kia,53,,salaried,15.0,13.0,0,5,0,0.63,0,married,SPB,online,1,2.14,0
208,385,2025-03-26,2025-10-19,207,1518662.96,183594.89,14.56,24,1,1702257.85,12116.0,Mercedes,50,57611.35,salaried,5.0,2.0,0,1,1,0.61,0,single,Yekaterinburg,branch,1,2.2,0
209,403,2024-08-12,2025-10-19,433,1063876.71,233987.05,11.31,60,4,1297863.76,60029.0,Lada,32,51435.12,salaried,14.0,9.0,0,1,1,0.2,0,married,SPB,branch,1,1.72,0
210,638,2025-06-13,2025-10-19,128,1389882.49,285143.46,12.95,48,3,1675025.95,49014.0,Mercedes,64,83825.85,salaried,14.0,7.0,0,3,0,0.61,0,married,Other,branch,1,1.38,0
211,130,2024-09-20,2025-10-19,394,742034.44,222360.84,9.23,72,0,964395.28,3229.0,,32,67176.63,contract,15.0,2.0,0,4,0,0.25,0,married,Kazan,branch,1,0.92,0
212,53,2024-08-24,2025-10-19,421,1182628.53,267082.89,12.21,48,7,1449711.42,106269.0,Toyota,44,92215.33,salaried,19.0,13.0,3,2,0,0.7,1,married,SPB,branch,1,1.07,0
213,684,2024-03-05,2025-10-19,593,1445545.42,403653.28,10.63,72,2,1849198.7,30026.0,Volkswagen,44,36633.99,salaried,12.0,4.0,1,3,0,0.49,1,single,Other,dealer,1,3.0,0
214,672,2024-07-09,2025-10-19,467,1240154.3,253382.98,8.36,60,5,1493537.27,80393.0,Lada,31,51936.3,contract,11.0,8.0,0,4,0,0.86,0,married,,branch,1,1.99,0
215,416,2024-07-24,2025-10-19,452,1333991.92,261521.88,14.08,36,3,1595513.8,35373.0,Kia,33,81289.48,salaried,9.0,10.0,1,2,0,0.8,0,married,Moscow,branch,1,1.37,0
216,247,2024-02-28,2025-10-19,599,1136018.29,217985.82,16.28,48,8,1354004.11,116255.0,Kia,47,116742.01,self_employed,13.0,4.0,0,1,1,0.75,0,single,Moscow,dealer,0,0.81,0
217,439,2024-03-02,2025-10-19,596,1538720.83,285764.73,15.26,72,6,1824485.56,85107.0,Volkswagen,28,89462.55,salaried,1.0,14.0,2,2,0,0.73,0,single,Other,dealer,1,1.43,0
218,203,2024-09-07,2025-10-19,407,1175875.27,124787.51,14.36,60,8,1300662.78,125031.0,BMW,30,65265.24,salaried,2.0,6.0,0,0,1,0.6,0,married,Yekaterinburg,online,1,1.5,0
219,184,2024-04-13,2025-10-19,554,1060364.95,201063.26,12.17,24,9,1261428.2,131305.0,Lada,28,42761.72,contract,8.0,10.0,0,0,0,0.16,1,single,SPB,online,0,2.07,1
220,123,2025-06-25,2025-10-19,116,1465955.22,189798.31,14.61,60,2,1655753.53,23570.0,Hyundai,40,63803.85,salaried,10.0,13.0,0,5,0,0.69,0,married,Other,branch,0,1.91,0
221,401,2024-03-27,2025-10-19,571,778452.02,178292.07,15.45,36,0,956744.1,2747.0,Hyundai,28,78937.9,salaried,10.0,6.0,0,4,0,0.52,1,divorced,Kazan,dealer,1,0.82,0
222,294,2025-09-12,2025-10-19,37,1350310.0,208058.99,13.27,24,4,1558368.99,55456.0,Mercedes,29,21057.7,salaried,9.0,4.0,0,3,0,0.52,1,married,SPB,online,1,3.0,1
223,280,2025-04-03,2025-10-19,199,887254.54,132734.28,10.63,48,2,1019988.81,28246.0,Kia,27,49665.75,salaried,13.0,1.0,1,1,0,0.44,0,married,Yekaterinburg,branch,0,1.49,1
224,610,2024-08-16,2025-10-19,429,1583378.05,283205.1,12.0,36,5,1866583.15,86906.0,Audi,34,61561.1,salaried,8.0,4.0,0,4,1,0.94,0,single,Yekaterinburg,online,0,2.14,0
225,198,2025-08-27,2025-10-19,53,1121691.82,214091.61,16.41,60,7,1335783.44,108936.0,Volkswagen,48,73564.78,salaried,19.0,6.0,0,1,0,0.32,0,married,Kazan,branch,1,1.27,0
226,511,2024-08-25,2025-10-19,420,1240495.42,248442.5,12.85,36,3,1488937.91,43945.0,Kia,22,78641.59,salaried,9.0,6.0,0,0,0,0.38,0,married,Moscow,dealer,0,1.31,0
227,144,2025-03-01,2025-10-19,232,1323771.12,318978.2,6.35,60,4,1642749.32,59394.0,,63,64728.31,self_employed,8.0,3.0,0,3,0,0.97,0,single,Moscow,branch,0,1.7,0
228,609,2024-07-21,2025-10-19,455,621094.62,95342.42,10.06,24,4,716437.04,64537.0,Lada,28,92646.83,salaried,4.0,,0,3,1,0.83,1,married,Yekaterinburg,branch,1,0.56,0
229,201,2024-08-03,2025-10-19,442,1004824.55,224972.22,12.15,36,3,1229796.76,48314.0,BMW,33,83117.67,salaried,7.0,5.0,0,0,0,0.11,0,married,Other,dealer,1,1.01,0
230,124,2024-12-11,2025-10-19,312,1513063.77,439156.12,15.07,36,3,1952219.89,45378.0,,41,70748.42,salaried,10.0,12.0,0,2,0,0.92,1,single,Novosibirsk,online,0,1.78,0
231,187,2024-12-21,2025-10-19,302,1460329.51,310933.44,12.45,36,3,1771262.94,45518.0,Hyundai,48,96094.38,contract,0.0,14.0,0,3,0,0.3,0,divorced,Other,dealer,0,1.27,0
232,326,2024-04-15,2025-10-19,552,1284909.66,247957.44,15.11,24,3,1532867.1,37601.0,Lada,55,94048.52,contract,9.0,13.0,0,2,0,0.74,1,married,Yekaterinburg,online,1,1.14,0
233,464,2024-07-06,2025-10-19,470,795160.93,120074.6,11.95,36,3,915235.53,36550.0,Lada,43,43655.04,self_employed,0.0,,0,1,0,0.6,1,married,Other,branch,0,1.52,0
234,349,2024-02-18,2025-10-19,609,1375651.04,265413.63,9.07,48,4,1641064.67,59116.0,Lada,35,,self_employed,6.0,10.0,0,3,0,0.58,0,single,Moscow,branch,0,1.45,0
235,660,2024-02-20,2025-10-19,607,1414019.88,238492.96,12.02,36,1,1652512.84,11834.0,Toyota,22,102256.51,salaried,13.0,4.0,1,5,0,0.75,0,married,SPB,branch,0,1.15,0
236,403,2024-08-13,2025-10-19,432,1214105.16,256254.1,13.69,48,1,1470359.27,17930.0,Lada,32,106437.23,salaried,4.0,3.0,0,0,0,0.29,1,married,SPB,dealer,0,0.95,0
237,346,2025-07-31,2025-10-19,80,1566951.29,318567.46,13.52,36,8,1885518.75,120986.0,Mercedes,56,89272.72,salaried,16.0,14.0,0,2,0,0.24,1,married,Moscow,dealer,0,1.46,0
238,511,2024-08-09,2025-10-19,436,994970.46,90883.13,10.49,60,1,1085853.59,11136.0,Audi,23,74167.79,salaried,5.0,12.0,0,5,0,0.69,0,married,Yekaterinburg,dealer,1,1.12,0
239,147,2024-06-17,2025-10-19,489,1047042.73,208480.65,12.3,72,5,1255523.37,75816.0,Lada,25,90532.99,salaried,15.0,1.0,0,1,1,0.36,0,married,Other,online,0,0.96,1
240,148,2024-12-30,2025-10-19,293,454616.53,144730.62,18.37,48,1,599347.15,12909.0,Audi,23,100194.34,salaried,10.0,11.0,0,1,1,0.98,0,single,,online,0,0.38,0
241,489,2024-10-15,2025-10-19,369,1475948.25,275234.06,10.53,36,4,1751182.31,70333.0,Volkswagen,39,82895.8,contract,9.0,14.0,0,3,1,0.51,0,married,Other,branch,0,1.48,0
242,640,2025-03-02,2025-10-19,231,1294158.59,226186.88,14.32,36,3,1520345.47,46931.0,Mercedes,22,85715.1,self_employed,14.0,6.0,0,3,0,0.2,1,single,Kazan,dealer,1,1.26,0
243,551,2025-09-08,2025-10-19,41,695453.9,70205.74,8.81,72,6,765659.64,82197.0,Kia,64,73754.92,salaried,6.0,13.0,0,5,0,0.72,1,single,Kazan,branch,1,0.79,1
244,338,2024-05-11,2025-10-19,526,672420.3,41584.46,14.73,24,6,714004.76,99103.0,BMW,57,46580.37,self_employed,1.0,4.0,0,4,0,0.38,0,single,Novosibirsk,dealer,1,1.2,0
245,641,2024-11-14,2025-10-19,339,938210.81,229209.63,11.22,36,5,1167420.44,71834.0,Hyundai,37,75640.9,salaried,11.0,14.0,0,4,0,0.23,0,divorced,Moscow,dealer,1,1.03,0
246,473,2024-07-30,2025-10-19,446,1438097.38,278545.56,13.8,36,9,1716642.94,130126.0,Hyundai,34,63072.15,salaried,18.0,13.0,0,3,0,0.48,0,divorced,SPB,branch,0,1.9,0
247,151,2025-09-23,2025-10-19,26,1109891.85,260579.45,10.42,36,4,1370471.3,70718.0,Toyota,48,63151.97,salaried,11.0,6.0,0,4,0,0.97,1,single,Kazan,dealer,1,1.46,0
248,415,2024-02-15,2025-10-19,612,958563.93,268278.97,13.58,36,0,1226842.9,1729.0,Volkswagen,47,115845.86,salaried,15.0,8.0,0,0,0,0.47,1,single,Other,dealer,0,0.69,0
249,298,2024-06-02,2025-10-19,504,898165.23,225695.43,11.18,60,2,1123860.66,33504.0,Toyota,30,103788.93,salaried,5.0,3.0,0,5,0,0.41,0,single,Novosibirsk,dealer,0,0.72,0
250,611,2024-01-12,2025-10-19,646,884726.41,149826.67,11.57,36,8,1034553.08,123665.0,Audi,23,,self_employed,2.0,4.0,0,0,0,0.5,1,married,SPB,branch,0,1.96,0
251,263,2024-01-06,2025-10-19,652,619896.51,131222.69,13.88,48,0,751119.19,0.0,Lada,56,52878.03,salaried,1.0,8.0,0,4,0,0.11,1,married,Moscow,dealer,0,0.98,0
252,144,2024-04-23,2025-10-19,544,837781.25,136817.61,12.14,36,4,974598.86,57138.0,Kia,58,70910.95,salaried,19.0,12.0,0,3,0,0.22,0,married,Other,online,1,0.98,0
253,346,2025-08-09,2025-10-19,71,878826.58,140350.89,13.76,24,1,1019177.47,12954.0,Mercedes,45,63984.19,salaried,4.0,9.0,0,0,0,0.86,0,married,SPB,branch,1,1.14,0
254,624,2024-12-28,2025-10-19,295,1404786.97,298098.15,12.62,72,3,1702885.12,53044.0,Volkswagen,42,87935.46,salaried,10.0,10.0,0,1,0,0.98,0,married,Other,online,1,1.33,0
255,572,2025-03-14,2025-10-19,219,1150283.08,188441.92,13.13,36,0,1338725.01,1019.0,BMW,59,48910.37,self_employed,2.0,,0,3,0,0.24,0,single,Kazan,online,0,1.96,0
256,2,2025-03-22,2025-10-19,211,952324.55,80007.33,13.89,60,2,1032331.88,36565.0,Hyundai,50,103963.3,salaried,2.0,12.0,0,5,0,0.58,0,single,Novosibirsk,dealer,1,0.76,0
257,304,2024-10-27,2025-10-19,357,1892916.83,334175.97,12.3,48,9,2227092.8,134618.0,Kia,41,78899.86,contract,4.0,3.0,0,2,1,0.97,1,single,Yekaterinburg,branch,0,2.0,0
258,254,2024-04-15,2025-10-19,552,1000830.93,184822.13,11.01,24,6,1185653.05,86223.0,Lada,50,71487.2,contract,10.0,,0,2,1,0.24,1,married,SPB,online,1,1.17,0
259,652,2024-10-08,2025-10-19,376,1550130.87,386096.1,11.94,72,9,1936226.97,127789.0,Toyota,48,79642.01,salaried,2.0,12.0,0,3,2,0.27,0,divorced,Novosibirsk,online,0,1.62,0
260,453,2024-06-14,2025-10-19,492,1686332.57,312719.64,15.39,36,2,1999052.21,33240.0,Lada,51,69562.3,salaried,12.0,,0,4,0,0.93,0,single,Kazan,dealer,0,2.02,0
261,37,2025-03-17,2025-10-19,216,729011.9,171398.58,13.23,60,3,900410.48,53470.0,Volkswagen,46,29233.94,self_employed,7.0,7.0,0,0,0,0.74,1,single,Novosibirsk,dealer,1,2.08,0
262,160,2024-12-17,2025-10-19,306,1222188.89,236022.37,11.31,36,1,1458211.26,10570.0,Kia,63,80298.15,contract,19.0,14.0,0,0,0,0.24,0,divorced,Other,online,1,1.27,0
263,9,2024-06-27,2025-10-19,479,1044739.9,270268.24,13.8,60,2,1315008.14,32567.0,Volkswagen,42,71981.34,salaried,9.0,12.0,0,3,2,0.45,0,single,Moscow,dealer,1,1.21,0
264,233,2025-07-24,2025-10-19,87,1020322.68,261919.36,13.94,24,8,1282242.04,113122.0,Toyota,41,56138.57,self_employed,1.0,14.0,1,1,2,0.15,0,single,,online,0,1.51,0
265,99,2025-05-25,2025-10-19,147,1366613.05,332131.36,14.04,48,2,1698744.41,27222.0,Mercedes,21,107435.75,self_employed,3.0,3.0,2,5,0,0.49,1,married,Moscow,branch,0,1.06,0
266,659,2025-09-27,2025-10-19,22,1013138.85,115928.59,11.04,60,4,1129067.44,61340.0,Toyota,57,96735.95,salaried,17.0,3.0,2,4,0,0.8,0,married,Moscow,branch,0,0.87,0
